CCTV1,rtp://225.0.4.74:7980
CCTV2,rtp://225.0.4.132:7980
CCTV3,rtp://225.0.4.142:7980
CCTV4,rtp://225.0.4.176:7980
CCTV5+,rtp://225.0.4.73:7980
CCTV7,rtp://225.0.4.127:7980
CCTV8,rtp://225.0.4.137:7980
CCTV10,rtp://225.0.4.130:7980
CCTV11,rtp://225.0.4.218:7980
CCTV12,rtp://225.0.4.129:7980
CCTV13,rtp://225.0.4.219:7980
CCTV15,rtp://225.0.4.220:7980
华数电影1,rtp://225.0.4.47:7980
华数电影2,rtp://225.0.4.48:7980
华数电影3,rtp://225.0.4.50:7980
央视网CCTV3,rtp://225.0.4.51:7980
华数电影4,rtp://225.0.4.52:7980
央视网CCTV5,rtp://225.0.4.53:7980
华数电影5,rtp://225.0.4.54:7980
华数电视剧5,rtp://225.0.4.55:7980
央视网CCTV11,rtp://225.0.4.56:7980
央视网CCTV10,rtp://225.0.4.57:7980
新疆卫视,rtp://225.0.4.60:7980
西藏卫视,rtp://225.0.4.67:7980
兵团卫视,rtp://225.0.4.72:7980
华数电视剧1,rtp://225.0.4.145:7980
华数电视剧2,rtp://225.0.4.146:7980
华数电视剧3,rtp://225.0.4.147:7980
央视网CCTV15,rtp://225.0.4.148:7980
CCTV4,rtp://225.0.4.149:7980
华数电影6,rtp://225.0.4.152:7980
央视网CCTV10,rtp://225.0.4.153:7980
央视网CCTV7,rtp://225.0.4.154:7980
华数动画1,rtp://225.0.4.158:7980
央视网CCTV3,rtp://225.0.4.159:7980
华数电影7,rtp://225.0.4.162:7980
CCTV8,rtp://225.0.4.163:7980
央视网CCTV9,rtp://225.0.4.165:7980
华数电影8,rtp://225.0.4.166:7980
央视网CCTV5,rtp://225.0.4.167:7980
华数电视剧4,rtp://225.0.4.168:7980
华数电影9,rtp://225.0.4.169:7980
华数电影10,rtp://225.0.4.170:7980
华数电影11,rtp://225.0.4.171:7980
华数电影12,rtp://225.0.4.172:7980
无节目,rtp://225.0.4.178:7980
重庆移动,rtp://225.0.4.197:7980
风云音乐,rtp://225.0.4.205:7980
第一剧场,rtp://225.0.4.206:7980
世界地理,rtp://225.0.4.207:7980
女性时尚,rtp://225.0.4.208:7980
风云剧场,rtp://225.0.4.209:7980
风云足球,rtp://225.0.4.210:7980
高尔夫网球,rtp://225.0.4.211:7980
央视文化精品,rtp://225.0.4.212:7980
怀旧剧场,rtp://225.0.4.222:7980
兵器科技,rtp://225.0.4.223:7980
央视台球,rtp://225.0.4.224:7980
都市剧场,rtp://225.0.4.235:7980
乐游,rtp://225.0.4.242:7980
重庆卫视,rtp://225.0.4.187:7980
湖南卫视,rtp://225.0.4.75:7980
东方卫视,rtp://225.0.4.80:7980
江苏卫视,rtp://225.0.4.79:7980
安徽卫视,rtp://225.0.4.133:7980
天津卫视,rtp://225.0.4.82:7980
辽宁卫视,rtp://225.0.4.98:7980
河北卫视,rtp://225.0.4.174:7980
广东卫视,rtp://225.0.4.84:7980
黑龙江卫视,rtp://225.0.4.201:7980
四川卫视,rtp://225.0.4.204:7980
江西卫视,rtp://225.0.4.203:7980
CCTV5,rtp://225.0.4.143:7980
湖北卫视,rtp://225.0.4.217:7980
深圳卫视,rtp://225.0.4.202:7980
山东卫视,rtp://225.0.4.199:7980
甘肃卫视,rtp://225.0.4.181:7980
重庆社会与法,rtp://225.0.4.190:7980
重庆红岩文化,rtp://225.0.4.196:7980
重庆新农村,rtp://225.0.4.189:7980
重庆红叶,rtp://225.0.4.193:7980
重庆移动,rtp://225.0.4.215:7980
中国交通,rtp://225.0.4.125:7980
CETV1,rtp://225.0.4.186:7980
山东教育,rtp://225.0.4.183:7980
CETV4,rtp://225.0.4.182:7980
快乐垂钓,rtp://225.0.4.213:7980
茶频道,rtp://225.0.4.233:7980
求索记录,rtp://225.0.4.232:7980
